	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ERX3558799	15092593	11034682	38330	195384	0	0	0	0	0	0	0	0	0	3497229	315348	11620	73.11322846	15092593	14897209	98.71	195384	1.29	ERX3558799_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15092593	0	20-51	61	20.58284645	50.54940307	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	15142393	3380178	15142393	772262043	698358	762955159	1.205145855			0.6379	0.0573	0.3048
ERX3558800	18712856	13294140	113238	344128	0	0	0	0	0	0	0	0	0	4561986	385975	13389	71.04281677	18712856	18368728	98.16	344128	1.84	ERX3558800_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18712856	0	20-51	61	19.48054463	50.47847362	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	18814874	4229337	18814874	959558574	2039195	944699555	1.548526521			0.6225	0.0655	0.312
ERX3558801	14774960	9734775	638389	386144	0	0	0	0	0	0	0	0	0	3729343	276438	9871	65.8869804	14774960	14388816	97.39	386144	2.61	ERX3558801_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14774960	0	20-51	60	21.76421091	50.33694359	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14954784	3508117	14954784	762693984	2425516	743890861	2.465356145			0.6293	0.0656	0.3051
ERX3558802	16388672	10448158	79298	245149	0	0	0	0	0	0	0	0	0	5257594	349077	9396	63.75231623	16388672	16143523	98.5	245149	1.5	ERX3558802_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16388672	0	20-51	61	22.96155031	50.57479514	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	16514206	3644623	16514206	842224506	1641714	828918298	1.579888486			0.6396	0.0869	0.2735
ERX3558803	15869240	10773773	32979	198400	0	0	0	0	0	0	0	0	0	4511619	342111	10358	67.89091979	15869240	15670840	98.75	198400	1.25	ERX3558803_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15869240	0	20-51	61	23.10660245	50.59991291	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	15989255	3530081	15989255	815452005	1208109	803024721	1.523974915			0.6498	0.0768	0.2734
ERX3558804	13782986	8943330	64101	417943	0	0	0	0	0	0	0	0	0	4068931	279988	8693	64.8867379	13782986	13365043	96.97	417943	3.03	ERX3558804_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13782986	0	20-51	61	24.42430897	50.32542194	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13901107	3178484	13901107	708956457	2516604	693823222	2.134578908			0.6453	0.0768	0.2779
ERX3558805	14685825	9584249	48736	330593	0	0	0	0	0	0	0	0	0	4417199	296020	9028	65.26190391	14685825	14355232	97.75	330593	2.25	ERX3558805_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14685825	0	20-51	61	23.85023216	50.43457599	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14792127	3319426	14792127	754398477	2110106	740781261	1.805042881			0.6474	0.0771	0.2756
ERX3593017	19179133	11812360	61863	251371	0	0	0	0	0	0	0	0	0	6725989	317146	10404	61.58964537	19179133	18927762	98.69	251371	1.31	ERX3593017_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19179133	0	20-51	62	20.82289175	50.60188628	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	19404839	4416212	19404839	989646789	1718522	970572605	1.927372898			0.5749	0.1174	0.3077
ERX3593018	17411125	9995768	154146	211704	0	0	0	0	0	0	0	0	0	6760688	280226	8593	57.41023627	17411125	17199421	98.78	211704	1.22	ERX3593018_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17411125	0	20-51	61	19.57803576	50.61833064	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	17472406	3696568	17472406	891092706	1307202	881359271	1.092303296			0.5986	0.1153	0.2861
ERX3593019	14745047	7524193	43175	658833	0	0	0	0	0	0	0	0	0	6299280	211728	7838	51.0286132	14745047	14086214	95.53	658833	4.47	ERX3593019_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14745047	0	20-51	60	19.60566567	50.37779269	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14823443	3221504	14823443	755995593	2326879	742948541	1.725810589			0.6162	0.1396	0.2442
ERX3593020	16388672	10448165	79298	245149	0	0	0	0	0	0	0	0	0	5257587	349077	9396	63.75235895	16388672	16143523	98.5	245149	1.5	ERX3593020_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16388672	0	20-51	61	22.96155031	50.57479514	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	16514206	3644623	16514206	842224506	1641714	828918298	1.579888486			0.6396	0.0869	0.2735
ERX3593021	15869240	10773772	32979	198401	0	0	0	0	0	0	0	0	0	4511619	342111	10358	67.89091349	15869240	15670839	98.75	198401	1.25	ERX3593021_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15869240	0	20-51	61	23.10660245	50.59991291	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	15989255	3530081	15989255	815452005	1208109	803024721	1.523974915			0.6498	0.0768	0.2734
ERX3593022	13782986	8943333	64101	417943	0	0	0	0	0	0	0	0	0	4068928	279988	8693	64.88675966	13782986	13365043	96.97	417943	3.03	ERX3593022_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13782986	0	20-51	61	24.42430897	50.32542194	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13901107	3178484	13901107	708956457	2516604	693823222	2.134578908			0.6453	0.0768	0.2779
ERX541571	7468119	937395	2977367	628995	0	0	0	0	1565841	0	0	0	0	1273434	84312	775	12.55195585	7468119	6839124	91.58	628995	8.42	ERX541571_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7468119	0	18-100	55	13.72094184	70.72417539	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9262231	5555015	9262231	843915813	96076931	560944199	33.53078703	0.6991	0.0669	0.2341		
ERX541572	8145840	1444300	2688635	549508	0	0	0	0	1683254	0	0	0	0	1654540	124480	1123	17.73052257	8145840	7596332	93.25	549508	6.75	ERX541572_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8145840	0	18-100	55	13.21054829	67.70806399	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	10046900	6606727	10046900	879496627	87075248	607613762	30.91346307	0.6255	0.075	0.2995		
ERX541573	8886792	1223212	2022230	1157777	0	0	0	0	2072528	0	0	0	0	2295228	114673	1144	13.76438202	8886792	7729015	86.97	1157777	13.03	ERX541573_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8886792	0	18-100	55	16.25172211	64.6384207	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11022025	6507922	11022025	936712509	104334490	608021333	35.08986726	0.551	0.0887	0.3603		
ERX541574	8031014	1402562	2370776	551540	0	0	0	0	1454479	0	0	0	0	2106348	143971	1338	17.4643202	8031014	7479474	93.13	551540	6.87	ERX541574_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8031014	0	18-100	56	13.25573863	66.93392391	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9732219	6208088	9732219	846715487	84105999	598724309	29.28860778	0.5813	0.0895	0.3292		
ERX541575	7891388	887835	1994290	567837	0	0	0	0	2671621	0	0	0	0	1697460	71410	935	11.25068239	7891388	7323551	92.8	567837	7.2	ERX541575_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7891388	0	18-100	56	13.07505656	56.17563526	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9810297	6752731	9810297	858860394	96633902	511249050	40.47355617	0.6073	0.0634	0.3293		
ERX541576	7747298	969767	3262320	569563	0	0	0	0	1470841	0	0	0	0	1396080	77826	901	12.51748674	7747298	7177735	92.65	569563	7.35	ERX541576_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7747298	0	18-100	55	11.97577067	66.61167493	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9474868	5507891	9474868	812873644	80576611	580558085	28.57954132	0.6893	0.0613	0.2495		
ERX541577	8734925	968114	2362889	639267	0	0	0	0	2944314	0	0	0	0	1742488	76327	1526	11.08325486	8734925	8095658	92.68	639267	7.32	ERX541577_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8734925	0	18-100	56	12.13563691	59.01741366	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	10962113	7970439	10962113	978886974	115915230	579342874	40.8161627	0.6393	0.0769	0.2838		
ERX541578	8582858	967898	2809598	679770	0	0	0	0	2275190	0	0	0	0	1763920	84996	1486	11.27710606	8582858	7903088	92.08	679770	7.92	ERX541578_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8582858	0	18-100	56	13.86898303	65.42643558	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	10548513	6536212	10548513	948342912	111173454	587397703	38.06062179	0.6647	0.0797	0.2555		
ERX541579	6884636	415182	4563687	610186	0	0	0	0	742133	0	0	0	0	517179	35908	361	6.030558478	6884636	6274450	91.14	610186	8.86	ERX541579_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6884636	0	18-100	53	12.97455718	76.97330374	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8296158	4040199	8296158	717262922	73399162	543405483	24.23901106	0.8637	0.0256	0.1108		
ERX541580	7971497	404243	5271664	782752	0	0	0	0	946883	0	0	0	0	529385	36278	292	5.071105214	7971497	7188745	90.18	782752	9.82	ERX541580_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7971497	0	18-100	53	12.42829515	76.41920332	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9578238	4677746	9578238	823896140	84292517	616788669	25.13757025	0.877	0.0233	0.0997		
ERX541581	7086619	1057450	1391130	744878	0	0	0	0	1928425	0	0	0	0	1867713	96067	956	14.92178428	7086619	6341741	89.49	744878	10.51	ERX541581_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7086619	0	18-100	56	14.83026137	59.93923139	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8990475	5741122	8990475	770058429	88647627	485359737	36.97105067	0.5498	0.0803	0.3699		
ERX541582	7734772	1216154	1509482	805226	0	0	0	0	1799099	0	0	0	0	2281120	122699	992	15.72320425	7734772	6929546	89.59	805226	10.41	ERX541582_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7734772	0	18-100	56	13.78718855	62.80719432	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9709304	6038776	9709304	827422947	92509919	539854293	34.75473517	0.5722	0.0935	0.3344		
ERX541583	7305802	1226881	1784463	760689	0	0	0	0	1467180	0	0	0	0	1957094	108484	1011	16.79324186	7305802	6545113	89.59	760689	10.41	ERX541583_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7305802	0	18-100	56	16.83180206	66.79839777	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9045508	5139627	9045508	758909667	87931329	507130683	33.17641018	0.5478	0.077	0.3752		
ERX541584	7797262	1456146	1539239	786784	0	0	0	0	1661210	0	0	0	0	2227301	125456	1126	18.6750939	7797262	7010478	89.91	786784	10.09	ERX541584_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7797262	0	18-100	56	17.36343625	65.00614498	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9698671	5779853	9698671	817326355	88656652	551336256	32.54392782	0.5214	0.0811	0.3975		
ERX541585	7483620	765764	4317841	558910	0	0	0	0	1132575	0	0	0	0	642205	65635	690	10.23253452	7483620	6924710	92.53	558910	7.47	ERX541585_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7483620	0	18-100	54	14.10090731	74.0812107	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8992204	4561960	8992204	782302558	83927298	567526640	27.45432899	0.8104	0.0367	0.1529		
ERX541586	8853613	675333	5296069	649686	0	0	0	0	1411974	0	0	0	0	765577	54476	498	7.627767331	8853613	8203927	92.66	649686	7.34	ERX541586_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8853613	0	18-100	54	10.31899911	69.94306754	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	10749258	5823526	10749258	935414252	101307797	666916507	28.70361922	0.8381	0.0307	0.1312		
ERX541587	6887786	888211	2330643	513670	0	0	0	0	1683683	0	0	0	0	1390043	80950	586	12.89545	6887786	6374116	92.54	513670	7.46	ERX541587_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6887786	0	18-100	55	13.39186227	63.37707472	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	8554412	5097069	8554412	739401980	85904440	476838146	35.51029631	0.6314	0.053	0.3156		
ERX541588	8859253	930531	3306653	749587	0	0	0	0	2132660	0	0	0	0	1649736	89374	712	10.50349279	8859253	8109666	91.54	749587	8.46	ERX541588_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8859253	0	18-100	55	14.93384691	66.06582519	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	10865970	6820287	10865970	953503587	101165091	635187382	33.38384977	0.6778	0.0534	0.2688		
ERX541589	6606372	1211684	2027713	499245	0	0	0	0	1214755	0	0	0	0	1544754	107083	1138	18.34114095	6606372	6107127	92.44	499245	7.56	ERX541589_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6606372	0	18-100	56	14.79030363	66.54535197	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	8126702	4433698	8126702	693847462	76205429	478811447	30.99182843	0.5808	0.0718	0.3474		
ERX541590	6757745	1215449	2378220	465183	0	0	0	0	1058855	0	0	0	0	1535024	103775	1239	17.98601457	6757745	6292562	93.12	465183	6.88	ERX541590_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6757745	0	18-100	56	13.8228502	70.53150097	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	8217564	5253197	8217564	713272368	74682849	518198774	27.34910292	0.6169	0.0849	0.2982		
ERX541591	6892868	1863535	1660808	405956	0	0	0	0	547161	0	0	0	0	2079047	334260	2101	27.03569835	6892868	6486912	94.11	405956	5.89	ERX541591_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6892868	0	18-100	55	22.07666449	73.66157715	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7323352	3984149	7323352	732335200	107399669	518919014	29.14187192	0.5669	0.1041	0.329		
ERX541592	7232304	1815523	2000865	369449	0	0	0	0	800414	0	0	0	0	1938009	306004	2040	25.10296857	7232304	6862855	94.89	369449	5.11	ERX541592_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7232304	0	18-100	56	24.78178485	72.92102544	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7822811	5662323	7822811	782281100	109860279	537815626	31.25033623	0.593	0.1002	0.3067		
ERX541593	6232345	756722	2693034	629084	0	0	0	0	962160	0	0	0	0	1082480	108523	342	12.1418503	6232345	5603261	89.91	629084	10.09	ERX541593_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6232345	0	18-100	55	17.95766784	74.71197439	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8466120	5972261	8466120	762761116	99700002	508620640	33.31848867	0.7195	0.0655	0.215		
ERX541594	6809264	888759	2720229	641992	0	0	0	0	1359467	0	0	0	0	1071636	126831	350	13.05220359	6809264	6167272	90.57	641992	9.43	ERX541594_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6809264	0	18-100	55	17.79544245	71.17728054	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9218551	6271982	9218551	828799605	102881227	533278295	35.65654571	0.7263	0.0694	0.2043		
ERX541595	6996644	962080	2808953	735759	0	0	0	0	1505807	0	0	0	0	888125	95533	387	13.75059243	6996644	6260885	89.48	735759	10.52	ERX541595_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6996644	0	18-100	55	20.45346906	69.81251354	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	8807151	6228962	8807151	789982645	85171381	529230265	33.0073555	0.734	0.0647	0.2013		
ERX541596	7353030	1044551	3485229	799579	0	0	0	0	1021655	0	0	0	0	889624	112012	380	14.20572199	7353030	6553451	89.13	799579	10.87	ERX541596_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7353030	0	18-100	55	15.4094641	74.49798709	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8915541	5980390	8915541	796539354	78195181	593119183	25.53799382	0.7621	0.0546	0.1834		
ERX676205	1243814	956252	428	60021	0	0	0	0	2557	0	0	0	0	172306	50174	2076	76.88062685	1243814	1183793	95.17	60021	4.83	ERX676205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1243814	0	20-151	62	52.71440495	142.9507603	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass	1262421	580574	1262421	190625571	2561423	178887971	6.157411064	0.0507	0.3776	0.5717		
ERX676206	1267510	887026	695	84853	0	0	0	0	1876	0	0	0	0	245660	45782	1618	69.98177529	1267510	1182657	93.31	84853	6.69	ERX676206_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1267510	0	20-151	62	56.11005481	142.0940726	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1289306	605101	1289306	194685206	1268898	180473085	7.300051859	0.0697	0.3607	0.5696		
ERX676207	1031433	706791	586	66368	0	0	0	0	2596	0	0	0	0	203828	49411	1853	68.52514899	1031433	965065	93.57	66368	6.43	ERX676207_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1031433	0	20-151	63	65.86088982	143.851303	pass	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass	1039503	451758	1039503	156964953	1594506	148401898	5.455392963	0.1035	0.2777	0.6189		
ERX676208	1349567	907063	537	95210	0	0	0	0	3688	0	0	0	0	274274	66458	2337	67.21140929	1349567	1254357	92.95	95210	7.05	ERX676208_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1349567	0	20-151	63	63.09674112	142.524489	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass	1357506	612763	1357506	204983406	759825	192661956	6.010949979	0.1033	0.2851	0.6116		
ERX676209	1229002	903366	487	78326	0	0	0	0	1733	0	0	0	0	201103	42243	1744	73.5040301	1229002	1150676	93.63	78326	6.37	ERX676209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1229002	0	20-151	62	57.96315299	142.1379892	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1248394	588005	1248394	188507494	1141829	174911357	7.212518034	0.0594	0.3474	0.5932		
ERX676210	1240406	896314	870	86525	0	0	0	0	1840	0	0	0	0	207939	45025	1893	72.25972786	1240406	1153881	93.02	86525	6.98	ERX676210_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1240406	0	20-151	62	55.77167383	143.9390683	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1261704	539068	1261704	190517304	1297058	178801875	6.149272929	0.0573	0.3557	0.5871		
ERX676211	1178904	854430	524	72747	0	0	0	0	1845	0	0	0	0	209196	38464	1698	72.47663932	1178904	1106157	93.83	72747	6.17	ERX676211_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1178904	0	20-151	62	48.58082963	142.3082796	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	1188378	576203	1188378	179445078	1647048	168267877	6.228758751	0.063	0.3348	0.6022		
ERX676212	1189810	841225	521	75737	0	0	0	0	2052	0	0	0	0	226095	42432	1748	70.7024651	1189810	1114073	93.63	75737	6.37	ERX676212_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1189810	0	20-151	61	45.84418563	143.8743161	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	1202026	543605	1202026	181505926	1846602	171890459	5.297604994	0.0658	0.3578	0.5764		
ERX676213	1251042	879619	317	84348	0	0	0	0	1756	0	0	0	0	242697	40721	1584	70.31090883	1251042	1166694	93.26	84348	6.74	ERX676213_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1251042	0	20-151	62	55.52321688	142.1891951	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1261305	620577	1261305	190457055	1753007	178152202	6.460696875	0.0689	0.3395	0.5916		
ERX676214	1128229	806339	367	67908	0	0	0	0	1894	0	0	0	0	210210	39834	1677	71.46944459	1128229	1060321	93.98	67908	6.02	ERX676214_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1128229	0	20-151	62	56.33972449	143.7247066	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1149003	527312	1149003	173499453	2656264	163051352	6.021979216	0.0634	0.3615	0.5751		
ERX676215	1301742	916440	424	89095	0	0	0	0	1772	0	0	0	0	248825	43508	1678	70.40104721	1301742	1212647	93.16	89095	6.84	ERX676215_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1301742	0	21-151	62	54.83889447	141.6367913	pass	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	1361454	682803	1361454	205579554	6339499	187505631	8.791692874	0.0682	0.342	0.5899		
ERX676216	1426769	1044858	713	83681	0	0	0	0	2384	0	0	0	0	241478	51520	2135	73.23245739	1426769	1343088	94.13	83681	5.87	ERX676216_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1426769	0	20-151	62	44.97121086	143.3032916	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	1454763	666865	1454763	219669213	3385658	206202710	6.13035519	0.0566	0.3679	0.5755		
Paeru_0017	8755176	3510355	4648	215440	0	0	0	0	122541	0	0	0	0	4451615	257201	193376	40.09462517	8755176	8539736	97.54	215440	2.46	Paeru_0017_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8755176	0	20-40	58	19.3666629	39.6259833	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8781179	2496831	8781179	351247160	1445300	346384278	1.384461585	0.2276	0.2417	0.5307		
Paeru_0018	8452227	3115974	11418	275842	0	0	0	0	22146	0	0	0	0	4651303	230576	144968	36.86571598	8452227	8176385	96.74	275842	3.26	Paeru_0018_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8452227	0	20-40	57	16.10158642	39.53751905	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8476350	2419521	8476350	339054000	1354045	334382174	1.377900275	0.2569	0.2206	0.5225		
